Category,Deadline,Goal,Pledged,Status,Backers
Software,2013-04-22 05:24:25,2000,301,failed,9
Web,2015-07-05 17:53:03,5000,307,failed,17
Apps,2014-09-16 05:00:00,10000,12,failed,3
Hardware,2013-10-24 21:57:10,11748,996,failed,18
Hardware,2014-12-16 17:47:12,30000,13235,failed,67
Wearables,2015-01-05 16:00:00,10000,12545,successful,79
Web,2015-02-09 16:07:20,50000,30,canceled,2
DIY Electronics,2015-02-10 21:42:13,6500,148,canceled,5
Apps,2016-04-16 20:04:13,200000,1,failed,1
Technology,2016-05-13 16:00:16,30000,3433,canceled,42
Software,2015-11-23 03:30:08,100000,20125,failed,5
Hardware,2013-07-13 22:42:13,3500,496,failed,21
Hardware,2014-12-30 20:06:05,50000,3985,failed,41
Software,2012-12-08 03:00:00,15000,105,failed,5
Software,2015-03-23 17:13:48,2500000,102,failed,3
Technology,2011-07-01 23:00:00,5000,5366,successful,80
Technology,2015-01-24 05:59:00,50000,2371,failed,51
Robots,2015-07-02 23:35:28,3521,6086,successful,97
Software,2013-11-09 23:00:36,25000,3600,failed,71
Technology,2015-07-01 20:21:02,12500,0,failed,0
Technology,2014-06-16 23:42:33,25000,19603,canceled,143
Technology,2016-11-09 14:23:54,6000,1142,failed,7
Hardware,2016-08-06 09:00:00,198000,508525.01,successful,2051
Apps,2015-09-06 22:24:13,75000,24787.18,failed,496
Space Exploration,2014-12-08 20:53:50,400000,8,canceled,4
Software,2012-02-03 02:46:25,17500,31,failed,4
Technology,2016-06-03 04:00:00,100000,32847,failed,116
Technology,2016-11-09 18:15:10,15000,1379,canceled,5
Technology,2015-11-28 02:05:10,17823,42,failed,4
Web,2015-02-18 01:35:12,15000,2,failed,2
Apps,2015-05-01 23:49:54,2500,0,failed,0
Technology,2015-08-05 18:01:41,1000,0,failed,0
Apps,2015-11-18 22:31:17,1650,0,failed,0
Software,2016-02-03 19:09:34,2000,2605.5,successful,68
3D Printing,2016-07-06 20:27:27,80000,10024,canceled,37
Web,2015-11-04 19:11:28,2500,0,failed,0
Apps,2014-09-12 00:48:15,15000,0,failed,0
Apps,2015-03-15 17:02:00,3000,47,failed,4
Hardware,2013-02-08 02:31:19,15000,1221,failed,10
Wearables,2016-07-02 06:00:00,35000,7873,canceled,50
Technology,2013-09-14 17:59:00,5000,19120.77,successful,798
Software,2016-03-05 21:34:11,25500,41,failed,3
Sound,2012-02-29 20:04:02,3600,3742.66,successful,104
Software,2016-10-10 16:30:32,800,97,failed,6
Apps,2015-04-16 20:30:26,3000,5,failed,1
Hardware,2014-07-03 20:01:26,10000,23116,successful,961
Web,2016-01-17 21:27:24,25000,20,failed,1
Hardware,2016-10-29 21:11:30,80000,92557,canceled,74
Software,2016-06-08 16:36:18,600000,2220,failed,4
Hardware,2013-03-08 19:42:51,10000,611,canceled,16
Hardware,2013-10-31 01:00:23,110000,6691,failed,35
Apps,2015-01-03 21:28:00,50000,1,failed,1
DIY Electronics,2016-06-03 05:00:19,15000,26693,successful,345
Wearables,2015-09-24 15:22:28,100000,651803,successful,2383
Technology,2014-12-28 18:47:41,5000,8,failed,2
Technology,2013-05-25 15:57:31,10000,1290,canceled,8
Apps,2016-10-15 22:34:48,10000,806,failed,12
Technology,2015-05-01 17:38:00,25000,6275,failed,36
Web,2014-08-28 00:55:28,2600,0,failed,0
Web,2016-02-02 15:00:00,500,0,failed,0
Technology,2014-11-14 01:21:56,4900,2747,canceled,35
3D Printing,2015-08-28 17:47:15,35000,0,failed,0
Apps,2015-07-20 07:22:45,15000,50,failed,2
Hardware,2013-12-03 05:59:00,10000,11142,successful,95
Technology,2014-12-27 13:20:57,50000,2299,failed,27
Technology,2013-08-31 04:00:00,22000,75080,successful,570
Gadgets,2015-08-19 02:05:51,17000,53,failed,3
Technology,2014-03-23 01:14:36,53000,126,failed,4
Web,2014-11-13 23:37:56,15000,0,failed,0
Technology,2014-11-09 23:56:25,5000,0,failed,0
Hardware,2014-03-18 10:46:48,80000,6212,failed,67
Web,2015-05-02 03:27:08,800000,0,failed,0
Software,2016-07-17 02:24:55,1100,7,failed,3
Web,2015-04-04 01:36:16,50000,25,failed,1
Hardware,2013-11-07 17:11:04,100000,123788.98,successful,1476
Technology,2014-03-29 03:01:23,5000,12,failed,8
3D Printing,2014-12-26 10:46:17,6000,23647,suspended,93
Software,2015-10-25 03:46:22,75482,0,canceled,0
Software,2015-06-03 17:39:10,20000,2,canceled,1
Hardware,2016-11-16 15:20:07,5000,1726,failed,27
Apps,2015-01-01 07:59:00,5000,1,failed,1
3D Printing,2015-04-30 06:39:25,2500,4446,successful,95
Wearables,2016-08-26 10:49:47,24000,4770,canceled,185
Technology,2013-11-24 20:43:57,2500,2525,successful,37
Gadgets,2015-04-30 00:59:21,2400,735,failed,38
Hardware,2013-07-15 02:30:27,40000,1825,failed,24
Sound,2015-01-20 22:51:11,6000,11,failed,2
Apps,2014-11-27 22:38:31,35000,10,failed,1
Hardware,2013-05-25 02:15:11,50000,11821,failed,48
Flight,2015-08-12 22:01:38,8000,26,failed,2
Software,2011-09-20 00:18:01,150000,183,failed,12
Software,2013-04-16 02:31:23,6000,102,failed,7
Technology,2016-08-15 23:36:18,10000,126,failed,3
Hardware,2014-04-25 23:01:35,10000,2709,failed,33
Technology,2014-04-07 21:22:20,75000,175,failed,3
Software,2016-02-06 10:48:02,30000,538,failed,3
Apps,2016-06-11 18:17:15,10000,3357,failed,105
Sound,2014-07-16 20:35:10,350000,31,failed,3
Hardware,2015-04-23 16:00:17,125000,188573,successful,511
Apps,2014-10-10 19:02:14,50000,0,canceled,0
Technology,2015-06-26 23:26:14,150000,0,canceled,0
3D Printing,2015-12-09 23:47:58,200000,31036,failed,69
DIY Electronics,2015-06-19 02:14:00,20000,1217,canceled,56
Technology,2016-01-12 18:45:19,40000000,2,suspended,2
Technology,2016-11-27 17:40:27,100000,10,failed,1
Technology,2012-05-24 22:07:35,15000,5725.67,failed,72
Apps,2014-10-17 02:57:52,75000,0,failed,0
Hardware,2015-08-24 05:59:00,10000,43876,successful,268
Apps,2015-08-28 21:40:00,30000,1,failed,1
Hardware,2013-03-25 19:25:57,100000,6031,failed,66
Apps,2015-04-03 23:03:00,10000,55,failed,1
Gadgets,2015-12-03 03:55:18,25000,136053,successful,1387
Apps,2015-04-03 06:00:00,20000,1089,canceled,11
Apps,2016-06-19 07:07:45,10000,6,failed,1
Apps,2016-06-04 03:14:07,22500,300,failed,2
Technology,2012-10-31 07:59:00,20000,6543.05,failed,167
Software,2016-04-06 19:08:59,20000,0,failed,0
Wearables,2015-02-13 04:11:39,13500,281319,successful,1524
Hardware,2010-12-24 03:08:48,7500,9235.99,successful,105
3D Printing,2016-02-24 21:23:56,43200,448,failed,5
Technology,2016-04-18 06:59:00,10000,10918,successful,157
Technology,2014-11-02 15:51:00,27000,126,failed,8
Apps,2015-09-16 22:40:00,20000,0,failed,0
3D Printing,2014-07-25 02:05:02,50000,65,failed,3
Robots,2015-02-28 02:24:26,100000,3,failed,3
Web,2015-05-13 22:56:12,84000,0,failed,0
Technology,2013-01-19 21:52:18,35000,1270,failed,26
Hardware,2010-09-13 05:12:10,10000,25,failed,1
Technology,2012-08-07 19:39:10,2000,2266,successful,49
Web,2015-05-28 22:16:07,2500,205,canceled,3
Technology,2016-08-30 22:37:35,80000,680826,successful,2966
Technology,2012-10-30 23:34:21,50000,5791,failed,3
Apps,2014-11-01 16:55:02,1250,0,failed,0
Technology,2015-04-04 14:38:33,25000,25803,successful,479
Web,2015-01-13 17:59:06,5000,0,suspended,0
Technology,2012-08-31 21:00:00,25000,61274.02,successful,455
Technology,2013-03-14 18:51:25,35000,0,failed,0
Web,2015-02-08 23:21:15,5400,0,failed,0
Sound,2015-10-19 03:44:42,40000,10,failed,1
Hardware,2012-10-02 08:59:00,100000,13368,failed,121
Technology,2012-06-16 01:00:00,125000,175511,successful,735
Camera Equipment,2013-07-06 13:40:27,30000,71373.15,successful,1556
Wearables,2016-09-01 19:31:24,10000,0,failed,0
Apps,2015-02-02 04:37:41,6000,214,failed,2
Technology,2016-09-20 08:59:00,450000,29,failed,3
Hardware,2016-07-24 20:28:08,25000,1820,failed,12
Apps,2015-08-17 17:02:24,5000,5105,successful,56
Apps,2014-09-12 02:00:00,3000,55,failed,4
Technology,2016-05-08 20:52:08,50000,1557,failed,25
Technology,2016-05-26 12:43:16,80000,48198,failed,257
Apps,2014-10-17 22:00:00,10000,3251,failed,66
Gadgets,2016-12-02 02:00:00,5000,24807,successful,361
Apps,2016-06-01 19:16:16,5000,615,failed,19
Apps,2015-05-27 17:07:35,6500,0,failed,0
Apps,2015-05-23 18:10:25,10000,52,failed,3
Apps,2015-11-15 14:04:57,30000,0,failed,0
DIY Electronics,2015-06-30 16:57:00,10000,0,failed,0
Apps,2016-01-09 18:04:03,40000,0,failed,0
Technology,2015-05-13 18:36:23,500000,2,failed,1
Web,2014-10-20 22:32:28,6200,8408,successful,76
Apps,2015-02-09 04:10:00,8000,200,failed,5
3D Printing,2014-12-04 17:28:38,4000,120,failed,3
Technology,2012-09-08 12:17:30,25000,162598.26,successful,3025
Technology,2014-08-07 05:55:00,15000,0,canceled,0
Apps,2014-06-26 00:39:15,20000,5062.01,failed,66
Software,2013-06-22 18:48:43,13000,400,failed,20
Hardware,2015-02-25 17:32:57,100000,164,failed,10
Software,2014-02-09 13:34:16,60000,168,failed,10
Technology,2014-07-06 01:47:21,18550,10220,failed,10
Web,2014-08-02 13:17:19,18000,228,failed,5
Hardware,2014-11-14 19:45:59,250000,1,failed,1
Robots,2014-08-22 03:25:27,850,747,failed,30
Software,2014-12-05 01:13:00,500000,5,failed,1
Apps,2015-05-15 21:12:01,750,1,failed,1
Web,2016-07-02 07:31:43,25000,20,failed,2
Technology,2013-06-29 01:58:21,45000,0,failed,0
Gadgets,2015-12-22 02:10:29,60000,0,failed,0
Technology,2012-08-22 20:43:45,5000,608,failed,12
Hardware,2015-08-22 16:41:06,250000,0,failed,0
Technology,2011-07-01 05:57:00,85000,1906,failed,16
Apps,2015-01-17 23:37:01,1000,0,canceled,0
Web,2014-07-10 01:46:10,50000,1,failed,1
Technology,2016-06-13 18:57:58,250000,1000,failed,1
Gadgets,2016-07-15 23:13:44,35000,8129,failed,143
Wearables,2015-09-21 08:50:00,44000,855,failed,20
Software,2014-08-28 03:37:46,220000,125,failed,2
Technology,2016-07-01 22:56:42,100000,13518,failed,88
Wearables,2014-12-02 07:19:05,50000,408,canceled,9
Software,2011-05-07 22:35:12,1800,426,failed,11
Hardware,2015-04-30 21:28:58,165000,9550,canceled,88
Web,2015-04-29 22:39:56,1000,0,failed,0
Apps,2014-12-07 05:36:56,1000,50,failed,1
Technology,2016-11-28 15:57:04,125000,116,failed,4
Technology,2013-06-21 00:14:00,34250,945,failed,11
3D Printing,2014-08-21 17:06:11,68936,455,failed,6
Flight,2015-04-17 04:50:19,12000,10,failed,2
Web,2014-08-19 22:40:52,500000,10,failed,1
Gadgets,2016-10-28 17:38:59,20000,71865,successful,1455
Web,2014-09-03 23:27:58,2500,0,canceled,0
Web,2014-09-19 20:29:34,20000,21443,successful,54
Technology,2016-03-03 15:35:42,25000,20,failed,1
Hardware,2015-10-30 07:55:00,70000,246612.5,successful,1169
Software,2016-05-16 02:07:54,25000,1327,failed,14
Software,2015-01-22 10:47:22,15000,31,failed,4
Software,2015-08-27 18:03:47,6725,3220,failed,140
Robots,2015-06-14 23:00:30,5000,5933,successful,68
Apps,2016-03-22 07:59:00,27000,220,canceled,3
Gadgets,2016-04-01 05:59:00,30000,30719,successful,227
Web,2014-07-11 20:33:26,18480,205,failed,20
Technology,2013-07-15 18:00:00,28500,37940,successful,470
Web,2014-08-02 16:23:36,1000,0,failed,0
Apps,2016-03-21 18:45:30,20000,0,canceled,0
Technology,2015-01-22 17:16:05,45000,253696,successful,2943
Technology,2014-08-06 07:59:00,3000,4135,successful,65
Sound,2015-12-03 08:59:00,2500,4232,successful,46
Apps,2015-04-22 20:49:52,10000,1792,failed,25
Technology,2015-08-12 21:19:35,10000,151,failed,3
Technology,2016-03-25 08:53:57,25000,102,failed,7
Space Exploration,2012-08-16 19:23:21,9000,12466.5,successful,457
Software,2012-10-16 01:13:48,10000,1066,failed,33
Web,2015-02-20 00:07:00,100000,1,failed,1
Hardware,2016-08-15 03:12:22,58888,2295,failed,38
Software,2013-04-21 21:19:40,25000,147,failed,9
Software,2015-05-03 00:14:42,110000,1,failed,1
Hardware,2015-11-15 09:23:39,500,2873,successful,47
Technology,2012-11-21 20:05:11,5800,336,failed,4
Software,2016-09-23 18:04:00,25000,0,failed,0
Web,2014-09-17 22:56:46,10000,0,failed,0
Technology,2016-02-19 21:42:41,100000,0,failed,0
Apps,2015-01-19 04:12:23,2500,5,failed,1
Web,2015-02-01 01:00:00,3000,66,failed,9
Hardware,2016-08-20 06:00:00,7000,99258,successful,597
Gadgets,2015-08-04 17:11:51,10000,2059,canceled,185
Web,2014-07-02 21:00:00,1000000,5408916.95,successful,105857
Technology,2015-08-17 17:11:35,1000000,149,failed,9
Technology,2013-05-04 20:02:13,3000,50,failed,5
Apps,2016-09-23 18:19:09,200000,15,canceled,1
Software,2014-11-06 01:30:00,850,179,failed,8
Gadgets,2016-10-13 00:23:42,475000,101,failed,2
Hardware,2015-12-04 12:57:34,50000,1203,failed,16
Wearables,2014-09-01 13:32:53,35000,20958.1,failed,401
Technology,2011-03-26 03:40:11,1000,1806,successful,20
Apps,2015-09-30 15:51:00,2000,0,failed,0
Technology,2015-05-29 22:38:24,80000,0,canceled,0
Apps,2015-06-13 03:35:49,500,0,failed,0
Gadgets,2014-10-31 01:50:29,67000,86628,successful,1416
Wearables,2015-11-18 16:13:35,17000,21967,successful,189
3D Printing,2014-11-25 02:45:55,3000,815,failed,4
Apps,2015-10-08 21:43:00,10000,0,failed,0
Web,2016-09-30 21:05:00,25000,25100,successful,133
Hardware,2013-05-31 06:00:00,100000,52251,canceled,167
Web,2016-05-29 23:04:20,1200,1,failed,1
Gadgets,2014-11-29 19:50:57,7500,0,failed,0
Apps,2015-04-12 23:02:08,30000,0,canceled,0
Technology,2012-02-19 06:59:00,20000,165730.01,successful,1248
Technology,2015-01-13 05:59:00,4000,535,failed,6
Robots,2016-10-17 20:00:00,30000,171403,successful,599
Wearables,2016-02-13 17:03:47,1000,5240,successful,59
Technology,2015-11-08 20:11:34,10000,0,failed,0
Apps,2015-09-29 04:20:22,15000,95,failed,3
Technology,2016-07-24 18:22:47,10000,11009,successful,190
Technology,2012-09-26 22:30:11,40000,632,failed,17
Apps,2015-03-17 18:36:04,500,5,canceled,1
Gadgets,2015-06-05 17:56:44,3000,821,failed,25
Gadgets,2015-01-16 16:59:56,50000,56909,successful,454
3D Printing,2016-11-08 20:52:31,10000,13385.07,successful,92
Apps,2016-10-23 15:04:21,10000,3311,failed,25
Technology,2013-10-01 02:34:11,12000,14961,successful,61
Hardware,2016-01-06 18:00:23,20000,172422.7,successful,2598
Apps,2015-04-02 23:56:44,50000,0,failed,0
3D Printing,2015-11-04 00:00:00,4996,187,canceled,5
Technology,2015-11-27 00:50:27,28000,1,failed,1
Software,2016-03-05 17:47:04,12000,141,failed,21
Technology,2015-12-25 23:26:50,1000,10540,successful,186
Hardware,2013-12-11 13:01:59,25000,717,canceled,21
Web,2015-10-09 01:39:25,5000,0,failed,0
Technology,2016-09-27 02:00:37,500,563.5,successful,58
Technology,2012-03-16 06:00:00,30000,55679.02,successful,556
Web,2015-02-16 00:44:42,250,1,failed,1
Technology,2014-03-26 19:04:57,750000,0,failed,0
Technology,2013-02-14 19:25:03,1700,2807,successful,41
Web,2015-10-13 18:58:26,1000,0,failed,0
Technology,2011-12-14 21:00:00,17300,24711,successful,689
Technology,2014-01-11 21:13:21,2000,192,failed,8
Technology,2014-12-15 00:23:47,120000,54,failed,5
Technology,2014-10-09 01:34:41,15000,30,failed,3
Wearables,2015-06-29 04:11:50,65000,0,failed,0
Apps,2014-11-29 19:50:35,30000,385,canceled,7
Hardware,2013-10-12 23:58:56,7000,221,failed,8
Flight,2014-08-22 15:11:57,36000,37,canceled,4
Software,2014-06-26 21:06:37,45000,2702,failed,10
Software,2013-05-01 23:43:44,2000,119,canceled,5
Robots,2016-08-19 16:22:20,2000,4759,successful,71
Apps,2016-01-19 01:41:49,7500,0,failed,0
Gadgets,2015-08-15 19:01:19,37000,84,canceled,3
Technology,2015-04-24 23:42:45,38000,350,failed,2
Apps,2015-12-20 21:47:52,75000,200,failed,2
Gadgets,2016-03-21 23:06:40,2500,2,failed,2
Web,2015-02-28 00:00:00,15000,524,failed,12
Gadgets,2015-10-16 13:38:18,10000,25300.45,successful,439
Technology,2015-06-17 16:07:21,33333,50089.5,successful,777
3D Printing,2015-03-27 14:49:26,100000,413063.55,successful,188
Technology,2012-07-04 23:04:34,150000,7611,failed,275
Apps,2016-07-02 05:00:00,10000,10337,successful,274
Web,2015-06-11 07:00:00,50000,211,failed,7
Technology,2011-10-13 08:59:00,20000,3096.56,failed,60
Technology,2015-08-13 06:22:45,112000,15076,canceled,83
Hardware,2015-08-29 21:37:38,10000,4533,failed,44
Gadgets,2014-05-30 08:35:50,5000,3379,suspended,96
Hardware,2013-02-03 23:54:44,20000,31933.11,successful,282
Gadgets,2015-09-18 05:00:00,10000,112573,successful,800
Web,2016-01-16 00:16:12,100000,399,canceled,6
DIY Electronics,2015-05-09 17:45:40,8500,20,failed,1
Web,2015-03-05 17:57:17,75000,231,failed,8
Robots,2015-01-04 16:00:00,66000,201,failed,2
Sound,2015-06-19 18:00:38,38500,24938,failed,47
Apps,2015-05-21 20:48:14,10000,50,failed,1
Web,2016-02-27 13:14:28,5000,251,failed,3
Camera Equipment,2014-12-27 13:56:04,10000,2675,failed,27
Flight,2016-05-29 05:44:21,199500,3,failed,3
Technology,2015-07-06 12:58:00,30000,100,canceled,1
Web,2014-10-20 15:04:49,305000,111,failed,1
Fabrication Tools,2014-06-23 05:59:00,15000,20013,successful,103
Technology,2013-03-31 22:15:04,50000,3703,canceled,45
Technology,2015-04-05 23:59:47,7000,158,failed,6
Web,2015-05-31 19:42:24,2000,0,failed,0
Software,2012-04-16 02:08:53,6000,6018,successful,120
Technology,2016-07-28 19:02:08,8000,3785,failed,45
Hardware,2011-12-02 06:06:02,750000,12124,failed,31
Web,2015-10-09 21:08:58,80000,0,failed,0
Web,2015-11-07 20:27:00,10000,3,failed,3
Hardware,2015-07-02 21:30:17,25000,11263,failed,98
Technology,2009-11-01 18:00:00,750,39,canceled,4
Web,2014-09-16 16:38:03,15000,0,failed,0
Apps,2015-03-12 21:05:49,109000,1,failed,1
DIY Electronics,2016-11-17 13:45:20,12000,121,failed,3
Web,2016-04-19 22:12:22,1145,1,failed,1
Hardware,2014-10-31 16:56:24,10000,13855,successful,88
Apps,2015-02-25 22:29:00,10000,2,failed,2
Apps,2015-04-02 06:00:00,8000,10,failed,1
Apps,2016-06-26 04:00:59,50000,0,failed,0
Technology,2013-06-14 03:00:00,8000,13379.2,successful,145
Technology,2016-09-05 23:06:12,50000,3000,failed,3
Hardware,2016-06-25 17:45:02,1000,591,failed,12
Hardware,2015-04-16 13:15:19,50000,54371,successful,66
Hardware,2015-12-12 18:26:00,120000,3125,failed,6
Apps,2016-08-12 20:56:41,10000,26,failed,2
Web,2016-04-17 21:42:40,12000,0,canceled,0
Technology,2014-10-27 04:59:00,100000,190,failed,3
Apps,2015-10-09 17:35:45,50000,0,failed,0
Apps,2015-08-12 06:00:00,2500,2564,successful,15
Apps,2015-04-04 19:42:00,2500000,0,failed,0
Technology,2014-08-28 17:43:53,50000,13,failed,3
Space Exploration,2016-04-11 17:57:04,7000,234,failed,11
Wearables,2014-07-11 05:59:00,200000,16486,failed,99
Hardware,2014-03-07 18:00:43,20000,90840.28,successful,1095
Technology,2014-02-02 18:45:41,62000,422,failed,21
Technology,2011-09-04 09:05:44,6000,148,failed,8
Software,2012-10-20 05:00:00,40000,220,failed,13
Technology,2015-01-16 21:23:32,10000,21,canceled,3
Software,2011-01-01 01:27:00,4000,6234,successful,244
Web,2014-11-15 06:35:53,5000,5,failed,1
Hardware,2015-05-01 07:46:37,7500,7833,successful,23
Web,2015-06-17 20:32:16,5830,0,failed,0
Gadgets,2016-01-02 17:27:01,50000,50,failed,2
Technology,2015-05-24 21:36:39,3500,0,failed,0
Web,2014-08-30 21:36:26,1000,0,failed,0
Software,2013-02-06 18:46:05,400,787,successful,71
Apps,2014-12-04 02:55:32,9000,25,failed,1
Technology,2015-12-26 21:36:30,70000,720,canceled,4
Web,2015-03-25 16:06:30,3000,0,failed,0
3D Printing,2016-07-18 06:25:40,50000,13404,failed,64
Web,2014-10-19 18:41:32,8000,200,failed,6
Gadgets,2015-04-29 23:39:28,8000,0,failed,0
Apps,2016-05-19 09:00:15,39500,192056.42,successful,2149
Hardware,2013-06-01 01:00:00,6500,13113,successful,142
Hardware,2014-01-31 23:41:55,72000,683,failed,8
Software,2010-10-20 11:52:00,5000,0,failed,0
Apps,2015-01-21 19:18:06,10000,18315,successful,293
Apps,2016-04-08 17:59:11,13000,35,failed,2
Space Exploration,2015-08-30 06:03:47,20000,22933.05,successful,286
Apps,2016-10-14 06:13:44,2500,587,failed,9
Hardware,2011-09-17 14:45:00,2500,2510.01,successful,51
Software,2015-01-09 00:49:07,150000,2264,failed,37
Technology,2015-03-27 21:43:44,150,152,successful,12
Web,2014-08-24 15:35:06,6600,25,failed,1
DIY Electronics,2016-05-21 02:06:55,10000,2902,failed,18
Technology,2016-03-25 03:19:47,25000,552,failed,7
Apps,2016-09-16 02:00:00,1000,70,failed,3
Gadgets,2016-08-16 04:04:28,3000,460,suspended,11
Hardware,2015-01-05 09:00:00,50000,177291.99,successful,1101
Web,2014-10-25 21:26:00,15000,0,failed,0
Apps,2014-06-16 04:00:08,299,314,successful,4
Hardware,2013-12-15 06:33:00,63000,5264,failed,17
Wearables,2014-11-30 23:42:02,10000,1486,failed,31
Hardware,2013-07-04 02:12:46,500,8098.99,successful,99
Software,2014-09-28 01:06:58,20000,857,failed,8
Space Exploration,2015-09-27 06:37:53,3500,51,failed,3
Hardware,2014-12-25 19:12:10,75000,24947,failed,193
Web,2015-05-19 18:05:30,2200,0,canceled,0
Robots,2015-10-15 06:23:13,35000,4652,failed,34
Gadgets,2015-02-26 01:37:03,10000,787,failed,29
Apps,2015-08-06 16:19:32,2500,0,failed,0
Technology,2016-02-26 20:02:28,500000,0,failed,0
Technology,2015-10-24 23:57:41,20000,23260,successful,107
Technology,2015-06-19 01:07:00,500000,0,failed,0
Technology,2014-11-23 16:23:19,450000,4,failed,1
Technology,2014-08-10 22:26:17,10000,4670,failed,56
Apps,2016-01-09 21:20:45,5000,0,failed,0
Sound,2015-03-04 19:28:05,125000,3,failed,3
Web,2014-08-21 20:27:46,15000,75,failed,3
Technology,2015-10-21 17:03:16,9287,9414,successful,27
Web,2015-11-22 01:49:07,1000,0,failed,0
Technology,2015-06-26 18:10:16,2000,78,failed,4
Technology,2012-10-24 16:24:00,67000,698,failed,20
Web,2015-09-06 22:26:39,3000,0,suspended,0
Space Exploration,2016-01-23 21:14:48,1000000,0,failed,0
